catalogue_id,full_name,current_full_name,html_url,current_url,description,description_de,primary_category,category_label_en,category_label_de,scope_status,record_status,redirects_to,github_repository_id,github_status,homepage_url,is_archived,is_disabled,is_fork,default_branch,primary_language,license_spdx,topics,stargazers_count,forks_count,open_issues_count,created_at,pushed_at,updated_at,snapshot_date,github_metadata_captured_at
GHIAO-0211,lynspica/acoustic-logic-gates,lynspica/acoustic-logic-gates,https://github.com/lynspica/acoustic-logic-gates,https://github.com/lynspica/acoustic-logic-gates,"Modelling the acoustic logic gates by solving the wave equation over the prescribed geometries by Wang, 2019 (DOI: 10.1038/s41598-019-44769-0)",Wellenphysikalische Modellierung akustischer Logikgatter aus Helmholtz-Resonatoren und Metamaterialstrukturen.,physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,565781779,available,,False,False,False,main,MATLAB,MIT,"[""acoustics"",""helmholtz-resonator"",""logic-gates"",""metamaterials"",""simulation"",""wave-equation"",""wave-propagation""]",2,0,0,2022-11-14T10:11:06Z,2023-03-23T10:12:24Z,2024-07-08T06:34:29Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0212,double2dev/online-tone-generator-mcp,double2dev/online-tone-generator-mcp,https://github.com/double2dev/online-tone-generator-mcp,https://github.com/double2dev/online-tone-generator-mcp,"An official MCP server for Online Tone Generator. Discover audio frequencies for instrument tuning, acoustic testing, meditation, and generate direct listening links.","Akustikmessung, akustische Signalverarbeitung oder allgemeines Analysewerkzeug.",general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,adjacent,active,,1322921046,available,https://onlinetonegen.com,False,False,False,main,JavaScript,,"[""acoustics"",""ai-tools"",""audio"",""audio-testing"",""claude"",""frequency-generator"",""mcp"",""mcp-server"",""modelcontextprotocol"",""sound"",""tone-generator""]",0,0,0,2026-08-04T12:24:07Z,2026-08-04T12:29:40Z,2026-08-04T12:31:56Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0213,mhamilt/1D-Wave-in-5-minutes,mhamilt/1D-Wave-in-5-minutes,https://github.com/mhamilt/1D-Wave-in-5-minutes,https://github.com/mhamilt/1D-Wave-in-5-minutes,Reveal.js presentation and notes around the 1D wave equation and its modal frequencies,Lehrmaterial zur eindimensionalen Wellengleichung und ihren modalen Eigenfrequenzen.,physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,375953548,available,https://mhamilt.github.io/1D-Wave-in-5-minutes/,False,False,False,main,JavaScript,MIT,"[""acoustics"",""physics"",""presentation""]",1,0,0,2021-06-11T08:15:47Z,2025-07-22T09:58:03Z,2025-10-26T10:17:31Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0214,gregzanch/alpha-db,gregzanch/alpha-db,https://github.com/gregzanch/alpha-db,https://github.com/gregzanch/alpha-db,Alpha-dB is an api for acoustic properties of various materials and constructions,"Akustikmessung, akustische Signalverarbeitung oder allgemeines Analysewerkzeug.",general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,core,active,,275073818,available,,False,False,False,master,JavaScript,,"[""absorption"",""acoustics"",""api"",""material""]",1,0,10,2020-06-26T04:34:03Z,2022-12-13T04:05:26Z,2021-05-14T03:04:56Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0215,fbosio/elasticas,fbosio/elasticas,https://github.com/fbosio/elasticas,https://github.com/fbosio/elasticas,Estimation of elastic wave velocities in anisotropic solids,Numerisches Werkzeug zur Schätzung elastischer Wellengeschwindigkeiten in anisotropen Festkörpern.,physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,521842516,available,https://www.elasticas.app/,False,False,False,main,JavaScript,MIT,"[""acoustics"",""anisotropic"",""anisotropic-elastic-properties"",""anisotropic-media"",""anisotropic-solid"",""anisotropy"",""elastic"",""math"",""mathematics"",""numpy"",""physics"",""solid"",""solids"",""tensor"",""tensors"",""wave"",""waves""]",1,0,0,2022-08-06T04:06:36Z,2025-06-24T20:49:23Z,2025-06-24T20:49:26Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0216,QSOLKCB/TAS,QSOLKCB/TAS,https://github.com/QSOLKCB/TAS,https://github.com/QSOLKCB/TAS,The Topological Acoustic Stylus (TAS),Deterministische Forschungsumgebung zur Modellierung und kritischen Prüfung eines phasengesteuerten Ultraschallfeldes.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,1324582038,available,https://qsolkcb.github.io/TAS/,False,False,False,main,JavaScript,MPL-2.0,"[""acoustics"",""geometry"",""sonification"",""topology""]",1,0,0,2026-08-06T00:15:54Z,2026-08-06T02:18:06Z,2026-08-06T02:18:06Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0217,niigata-onkyo/oto-kako,niigata-onkyo/oto-kako,https://github.com/niigata-onkyo/oto-kako,https://github.com/niigata-onkyo/oto-kako,[音加工班] 絵を描くように音を作るアプリケーション,"Akustikmessung, akustische Signalverarbeitung oder allgemeines Analysewerkzeug.",general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,core,active,,1054609136,available,https://www.eng.niigata-u.ac.jp/~onkyo/ImageProcessing/,False,False,False,main-wasm,JavaScript,,"[""acoustics"",""engineering"",""griffin-lim"",""image-processing""]",0,0,11,2025-09-11T04:59:19Z,2026-05-27T14:54:01Z,2026-07-24T13:57:01Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0218,Eomys/MoSQITo,Eomys/MoSQITo,https://github.com/Eomys/MoSQITo,https://github.com/Eomys/MoSQITo,"MoSQITo is a unified and modular development framework of key sound quality metrics favoring reproducible science and efficient shared scripting among engineers, teachers and researchers community.",Python-Paket für objektive Sound-Quality- und psychoakustische Metriken.,psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,249368386,available,,False,False,False,master,Python,Apache-2.0,"[""acoustic"",""audio"",""audio-analysis"",""python"",""signal-processing"",""sound-quality"",""sq-metrics""]",174,47,25,2020-03-23T07:56:37Z,2024-09-10T07:15:52Z,2026-08-18T08:45:17Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0219,ggrecow/SQAT,ggrecow/SQAT,https://github.com/ggrecow/SQAT,https://github.com/ggrecow/SQAT,SQAT is an open-source repository of MATLAB codes implementing key metrics for sound quality analysis.,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,627001780,available,,False,False,False,main,AGS Script,NOASSERTION,"[""acoustics"",""matlab"",""open-source"",""psychoacoustics"",""signal-processing"",""sound-quality""]",100,23,4,2023-04-12T15:28:00Z,2026-08-25T12:50:04Z,2026-08-25T12:56:48Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0220,PALILA-TUDelft/pySQAT,PALILA-TUDelft/pySQAT,https://github.com/PALILA-TUDelft/pySQAT,https://github.com/PALILA-TUDelft/pySQAT,"This repository contains the Sound Quality Analysis Toolbox (SQAT, originally developed in MATLAB in https://github.com/ggrecow/SQAT) translated to Python","Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,1110683309,available,,False,False,False,main,AGS Script,,[],5,0,1,2025-12-05T15:05:34Z,2026-06-27T19:16:08Z,2026-08-04T03:51:19Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0221,slink/ZwickerLoudness.jl,slink/ZwickerLoudness.jl,https://github.com/slink/ZwickerLoudness.jl,https://github.com/slink/ZwickerLoudness.jl,Zwicker loudness (ISO 532-1:2017) for stationary sounds in Julia — 1/3-octave SPL → sones/phons,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,1152458596,available,,False,False,False,main,Julia,MIT,"[""acoustics"",""audio"",""iso-532-1"",""julia"",""loudness"",""psychoacoustics"",""signal-processing"",""zwicker""]",4,0,0,2026-02-07T22:45:05Z,2026-07-15T02:48:45Z,2026-07-15T02:48:49Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0222,slink/PsychoacousticMetrics.jl,slink/PsychoacousticMetrics.jl,https://github.com/slink/PsychoacousticMetrics.jl,https://github.com/slink/PsychoacousticMetrics.jl,,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,1292553110,available,,False,False,False,main,Julia,MIT,[],0,0,0,2026-07-07T16:10:07Z,2026-07-15T02:48:43Z,2026-07-15T02:48:47Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0223,mlotinga/sottek-hearing-model,mlotinga/sottek-hearing-model,https://github.com/mlotinga/sottek-hearing-model,https://github.com/mlotinga/sottek-hearing-model,An implementation of the Sottek Hearing Model psychoacoustic sound quality metrics defined in ECMA-418-2.,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,1049711302,available,https://pypi.org/project/sottek-hearing-model,False,False,False,main,Python,GPL-3.0,"[""psychoacoustics"",""signal-processing"",""signal-processing-algorithms"",""sound-quality""]",23,2,4,2025-09-03T11:39:39Z,2026-06-01T21:08:04Z,2026-08-04T14:10:52Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0224,acoustics-code-salford/refmap-psychoacoustics,acoustics-code-salford/refmap-psychoacoustics,https://github.com/acoustics-code-salford/refmap-psychoacoustics,https://github.com/acoustics-code-salford/refmap-psychoacoustics,REFMAP project task 4.3: Psychoacoustics of unmanned aerial vehicle (UAV) sound,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,638468571,available,,False,False,False,main,Jupyter Notebook,GPL-3.0,[],22,4,3,2023-05-09T12:38:40Z,2026-08-24T15:25:50Z,2026-08-24T15:31:06Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0225,mandip42/psychoacoustics-tutorial,mandip42/psychoacoustics-tutorial,https://github.com/mandip42/psychoacoustics-tutorial,https://github.com/mandip42/psychoacoustics-tutorial,MATLAB and Python implementations of psychoacoustic metrics for automotive sound quality with case studies and ML workflows.,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,1060923619,available,,False,False,False,main,MATLAB,MIT,[],7,1,0,2025-09-20T21:47:06Z,2025-11-18T07:38:41Z,2026-04-08T06:42:34Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0226,MalcolmSlaney/LoudnessModel,MalcolmSlaney/LoudnessModel,https://github.com/MalcolmSlaney/LoudnessModel,https://github.com/MalcolmSlaney/LoudnessModel,Python code for calculating the perceived loudness of time-varying sounds,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,855522833,available,,False,False,False,main,Python,BSD-2-Clause,[],15,5,0,2024-09-11T02:18:29Z,2025-03-20T04:02:17Z,2026-07-07T07:52:08Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0227,porres/pd-psycho,porres/pd-psycho,https://github.com/porres/pd-psycho,https://github.com/porres/pd-psycho,Pd library with some psychoacoustic tools,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,188912949,available,,False,False,False,master,C,GPL-3.0,[],22,1,0,2019-05-27T21:49:01Z,2025-10-14T02:28:42Z,2025-10-14T02:27:15Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0228,TUIlmenauAMS/PsychoacousticLoss,TUIlmenauAMS/PsychoacousticLoss,https://github.com/TUIlmenauAMS/PsychoacousticLoss,https://github.com/TUIlmenauAMS/PsychoacousticLoss,Psychoacoustic Loss Function,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,510658465,available,,False,False,False,main,Jupyter Notebook,,[],18,1,0,2022-07-05T08:53:45Z,2025-03-20T15:32:00Z,2026-03-05T14:24:12Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0229,Jencke/audiotoolbox,Jencke/audiotoolbox,https://github.com/Jencke/audiotoolbox,https://github.com/Jencke/audiotoolbox,A python package for generating stimuli for auditory research.,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,236453822,available,https://audiotoolbox.org/,False,False,False,master,Python,GPL-3.0,"[""audio"",""audio-processing"",""psychoacoustics"",""python"",""research-and-development"",""science""]",5,2,4,2020-01-27T09:13:36Z,2026-07-08T08:21:54Z,2026-07-08T08:20:50Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0230,hagenw/amtoolbox,hagenw/amtoolbox,https://github.com/hagenw/amtoolbox,https://github.com/hagenw/amtoolbox,Mirror of the Auditory Modelling Toolbox http://amtoolbox.sourceforge.net/,"Psychoakustische Modelle, Hörmetriken oder Sound-Quality-Analyse.",psychoacoustics_and_sound_quality,Psychoacoustics and sound quality,Psychoakustik und Sound Quality,core,active,,13117547,available,,False,False,False,master,MATLAB,NOASSERTION,[],11,5,0,2013-09-26T09:01:55Z,2019-01-28T16:48:13Z,2025-06-20T13:23:04Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0231,ppklose/ppkSPLMeter,ppklose/ppkSPLMeter,https://github.com/ppklose/ppkSPLMeter,https://github.com/ppklose/ppkSPLMeter,Config files for my GitHub profile.,"Schalldruckpegelmesser und Analysewerkzeug mit Frequenzbewertung, Spektrogramm und ergänzenden psychoakustischen Metriken.",general_acoustics_and_measurement,General acoustics and measurement,Allgemeine Akustik und Messung,core,active,,443058012,available,https://github.com/ppklose,False,False,False,main,C++,MIT,"[""config"",""github-config""]",12,1,0,2021-12-30T11:42:49Z,2026-08-14T14:46:04Z,2026-08-14T22:01:18Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0232,ucl-bug/k-wave,ucl-bug/k-wave,https://github.com/ucl-bug/k-wave,https://github.com/ucl-bug/k-wave,A MATLAB toolbox for the time-domain simulation of acoustic wave fields,MATLAB-Toolbox zur zeitbereichsbasierten Simulation von Ultraschall- und photoakustischen Wellenfeldern.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,563290722,available,,False,False,False,main,MATLAB,LGPL-3.0,[],127,24,11,2022-11-08T10:01:14Z,2026-05-05T09:49:13Z,2026-08-20T15:41:48Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0233,waltsims/k-wave-python,waltsims/k-wave-python,https://github.com/waltsims/k-wave-python,https://github.com/waltsims/k-wave-python,A Python interface to k-Wave GPU accelerated binaries,Python-Schnittstelle zu GPU-beschleunigten k-Wave-Programmen für Ultraschall- und akustische Wellensimulationen.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,477094400,available,https://k-wave-python.readthedocs.io/en/latest/,False,False,False,master,Python,LGPL-3.0,"[""acoustics"",""gpu"",""kwave"",""neuroscience"",""python"",""simulation"",""ultrasound"",""wave-equation""]",221,61,51,2022-04-02T15:27:23Z,2026-08-20T14:51:17Z,2026-08-24T14:33:37Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0234,Any2HRTF/Mesh2HRTF,Any2HRTF/Mesh2HRTF,https://github.com/Any2HRTF/Mesh2HRTF,https://github.com/Any2HRTF/Mesh2HRTF,Open software for the numerical calculation of head-related transfer functions,BEM-basierte Berechnung räumlicher HRTFs aus dreidimensionalen Kopf- und Ohrnetzen.,spatial_audio_and_auralization,Spatial audio and auralization,Räumliches Audio und Auralisierung,core,active,,481234519,available,,False,False,False,master,C++,EUPL-1.2,[],184,22,15,2022-04-13T13:47:26Z,2026-07-14T11:50:28Z,2026-08-14T19:50:03Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0235,optimuslib/optimus,optimuslib/optimus,https://github.com/optimuslib/optimus,https://github.com/optimuslib/optimus,The official repository of OptimUS: a Python library for solving 3D acoustic wave propagation.,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,472118984,available,,False,False,False,main,Jupyter Notebook,MIT,[],34,13,1,2022-03-20T22:33:13Z,2026-08-11T10:15:43Z,2026-08-16T11:36:57Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0236,bempp/bempp-cl,bempp/bempp-cl,https://github.com/bempp/bempp-cl,https://github.com/bempp/bempp-cl,A fast Python based just-in-time compiling boundary element library,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,adjacent,active,,181741757,available,http://www.bempp.com,False,False,False,main,Python,MIT,[],221,57,32,2019-04-16T18:07:34Z,2026-08-24T08:15:02Z,2026-08-22T10:18:55Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0237,microsoft/AcousticScatteringData,microsoft/AcousticScatteringData,https://github.com/microsoft/AcousticScatteringData,https://github.com/microsoft/AcousticScatteringData,Synthetic exterior acoustic scattering data and sample parsing code.,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,236407033,available,,True,False,False,master,MATLAB,,"[""acoustic-scattering-data"",""acoustics"",""convolutional-neural-networks"",""dataset"",""deep-neural-networks"",""icassp-2020"",""matlab"",""octave-bands"",""scattering""]",17,8,1,2020-01-27T02:24:04Z,2020-02-05T18:31:26Z,2026-06-11T13:37:41Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0238,polycfd/apecss,polycfd/apecss,https://github.com/polycfd/apecss,https://github.com/polycfd/apecss,APECSS is a software toolbox to compute pressure-driven bubble dynamics and the resulting acoustic emissions. ,"Werkzeugkasten zur Simulation druckgetriebener Blasendynamik, Kavitation und der entstehenden Ultraschallemissionen.",aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,552763940,available,,False,False,False,main,C,MPL-2.0,"[""acoustics"",""bubble-dynamics"",""c"",""cavitation"",""keller-miksis"",""multiphase-flow"",""rayleigh-plesset"",""ultrasound""]",28,9,0,2022-10-17T07:35:31Z,2025-11-06T17:17:41Z,2026-01-28T15:53:36Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0239,jotachango/adaptive-boxes-gpu,jotachango/adaptive-boxes-gpu,https://github.com/jotachango/adaptive-boxes-gpu,https://github.com/jotachango/adaptive-boxes-gpu,GPU-accelerated rectangular decomposition for sound propagation modeling :zap: :package: ,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,197078513,available,,False,False,False,master,C,,"[""acoustics"",""computational-acoustics"",""cuda"",""domain-decomposition"",""gpu"",""mesh"",""parallel-computing"",""rectangle-covering"",""rectangle-detection"",""rectangular-decomposition"",""sound-propagation-modeling""]",15,2,3,2019-07-15T22:03:33Z,2020-04-23T04:14:25Z,2025-08-31T14:18:09Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0240,mipals/BoundaryIntegralEquations.jl,mipals/BoundaryIntegralEquations.jl,https://github.com/mipals/BoundaryIntegralEquations.jl,https://github.com/mipals/BoundaryIntegralEquations.jl,A simple package for solving Boundary Integral Equations using the (collocation) Boundary Element Method.,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,483981869,available,,False,False,False,main,Julia,MIT,"[""acoustics"",""bem"",""boundary-element-method"",""boundary-integral-equations""]",26,1,20,2022-04-21T09:09:02Z,2026-04-09T00:26:42Z,2026-03-21T03:04:00Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0241,ROMSOC/pressure-projections,ROMSOC/pressure-projections,https://github.com/ROMSOC/pressure-projections,https://github.com/ROMSOC/pressure-projections,Post-processing projections for displacement-based finite-element simulations in Room Acoustics,Nachverarbeitungsprojektionen für verschiebungsbasierte Finite-Elemente-Simulationen in der Raumakustik.,room_and_virtual_acoustics,Room and virtual acoustics,Raum- und virtuelle Akustik,core,active,,884902354,available,https://doi.org/10.5281/zenodo.14259639,False,False,False,main,Julia,MIT,"[""acoustics"",""finite-element-methods"",""orthogonal-projection""]",0,0,0,2024-11-07T15:38:51Z,2025-05-06T13:16:51Z,2025-05-06T13:30:25Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0242,jdbosser/GPU-Acoustics,jdbosser/GPU-Acoustics,https://github.com/jdbosser/GPU-Acoustics,https://github.com/jdbosser/GPU-Acoustics,Target strength (TS) calculation of 3D-models in the web browser using WebGL and three.js.,GPU-beschleunigte Berechnung des unterwasserakustischen Zielmaßes dreidimensionaler Körper.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,302859935,available,,False,False,False,main,JavaScript,MIT,"[""3d-models"",""acoustics"",""research-paper"",""research-project"",""webgl"",""webgl2""]",11,1,0,2020-10-10T09:02:19Z,2020-10-26T09:51:12Z,2026-01-25T19:38:25Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0243,nightmoonbridge/vast_dft,nightmoonbridge/vast_dft,https://github.com/nightmoonbridge/vast_dft,https://github.com/nightmoonbridge/vast_dft,"A code repository for the accepted paper entitled ""Fast Generation of Sound Zones Using Variable Span Trade-Off Filters in the DFT-Domain"".",DFT-basiertes Array- und Filterverfahren zur schnellen Erzeugung räumlich begrenzter Schallzonen.,spatial_audio_and_auralization,Spatial audio and auralization,Räumliches Audio und Auralisierung,core,active,,258504446,available,,False,False,False,master,MATLAB,BSD-2-Clause,"[""acoustics"",""array-signal-processing"",""optimal-filtering"",""signal-processing"",""sound-zones""]",18,4,0,2020-04-24T12:20:12Z,2025-02-17T10:59:23Z,2025-10-24T02:48:00Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0244,stuart-hawkins/tmatrom3,stuart-hawkins/tmatrom3,https://github.com/stuart-hawkins/tmatrom3,https://github.com/stuart-hawkins/tmatrom3,A numerically stable T-matrix package for 3D acoustics,"Numerische oder physikalische Akustik, Wellen-, FEM-, BEM- oder FDTD-Modellierung.",physical_and_computational_acoustics,Physical and computational acoustics,Physikalische und numerische Akustik,core,active,,454668947,available,,False,False,False,main,MATLAB,GPL-3.0,"[""acoustics"",""scattering"",""t-matrix"",""wave""]",6,2,0,2022-02-02T06:39:03Z,2022-02-05T23:32:55Z,2025-03-06T12:15:50Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0245,augucarv/FEM-acoustics,augucarv/FEM-acoustics,https://github.com/augucarv/FEM-acoustics,https://github.com/augucarv/FEM-acoustics,Open source MATLAB code for implementing a Finite Element Model in plates coupled with acoustic cavities. Contains the published paper.,Finite-Elemente-Modellierung gekoppelter Platten und akustischer Hohlräume.,vibroacoustics_and_modal_analysis,Vibroacoustics and modal analysis,Vibroakustik und Modalanalyse,core,active,,235566054,available,,False,False,False,master,MATLAB,,"[""acoustics"",""fem"",""matlab""]",3,0,1,2020-01-22T12:11:34Z,2020-12-09T22:44:33Z,2025-03-31T08:01:25Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0246,KennethKJ/SoundPropagationModeling,KennethKJ/SoundPropagationModeling,https://github.com/KennethKJ/SoundPropagationModeling,https://github.com/KennethKJ/SoundPropagationModeling,"Software for modeling outdoor sound propagation, including the influence of the ground effect, atmospheric attenuation, and turbulence","Modellierung der Schallausbreitung im Freien unter Berücksichtigung von Bodeneffekt, Atmosphäre und Turbulenz.",environmental_building_and_transport_acoustics,"Environmental, building, and transport acoustics","Umwelt-, Gebäude- und Verkehrsakustik",core,active,,327397387,available,https://kennethkj.github.io/GroundEffectModeling/,False,False,False,master,MATLAB,,"[""acoustics"",""animal"",""behavior"",""bioacoustics"",""communication"",""effect"",""ground"",""modeling"",""sound""]",2,1,0,2021-01-06T18:29:15Z,2021-01-09T17:00:00Z,2024-03-25T12:50:30Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0247,DrStS/STACCATO,DrStS/STACCATO,https://github.com/DrStS/STACCATO,https://github.com/DrStS/STACCATO,STACCATO: STefAn's Computational vibroaCoustics Analysis TOol ,Numerisches Analysewerkzeug für gekoppelte vibroakustische Simulationen.,vibroacoustics_and_modal_analysis,Vibroacoustics and modal analysis,Vibroakustik und Modalanalyse,core,active,,204646079,available,,False,False,False,master,C++,GPL-3.0,[],4,1,0,2019-08-27T07:30:28Z,2019-08-27T08:18:10Z,2024-11-23T15:37:48Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0248,unicfdlab/libAcoustics,unicfdlab/libAcoustics,https://github.com/unicfdlab/libAcoustics,https://github.com/unicfdlab/libAcoustics,libAcoustics - OpenFOAM library for far-field noise computation,OpenFOAM-Bibliothek zur aeroakustischen Berechnung von Fernfeldgeräuschen.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,44530664,available,,False,False,False,master,,,"[""acoustics"",""aero"",""caa"",""computational"",""curle"",""fwh"",""libacoustics"",""openfoam"",""openfoam-library""]",184,66,21,2015-10-19T11:40:50Z,2026-01-20T10:12:10Z,2026-08-17T09:48:37Z,2026-08-22,2026-08-25T15:30:14Z
GHIAO-0249,kmturbulenz/mglet-base,kmturbulenz/mglet-base,https://github.com/kmturbulenz/mglet-base,https://github.com/kmturbulenz/mglet-base,Multi Grid Large Eddy Turbulence,Offener Basislöser für turbulente Strömungen als Grundlage aeroakustischer Erweiterungen.,aero_underwater_and_ultrasound_acoustics,"Aeroacoustics, underwater acoustics, and ultrasound","Aero-, Unterwasser- und Ultraschallakustik",core,active,,524973981,available,,False,False,False,master,Fortran,Apache-2.0,[],10,7,7,2022-08-15T12:13:48Z,2026-08-25T15:06:41Z,2026-08-25T11:09:23Z,2026-08-22,2026-08-25T15:30:14Z
